status,size,reason,file
B,7304,content|feature|runtime|database,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
B,6336,content|feature|database,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
B,11678,content|feature|database,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
A,8928,content|model|predict|feature|history|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
B,1407,content|model|engine|odds,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_market_intelligence_layer_test_V1.0.py
B,2983,content|model|engine|odds,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_market_intelligence_layer_V1.0.py
B,1366,content|model|feature|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_explanation_engine_test_V1.0.py
A,3039,content|model|feature|rating|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_explanation_engine_V1.0.py
A,13366,content|model|predict|feature|engine|runtime|train,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
C,4500,content|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
C,3759,content|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py
B,4533,content|model|predict|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
B,4340,content|model|predict|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
A,15868,content|model|predict|feature|engine|runtime,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
B,4169,content|model|predict|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
B,4824,content|model|predict|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
B,1572,content|model|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_report_intelligence_layer_test_V1.0.py
B,3311,content|model|engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_report_intelligence_layer_V1.0.py
B,1503,content|model|engine|database,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_system_monitoring_layer_test_V1.0.py
B,2829,content|model|engine|database,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_system_monitoring_layer_V1.0.py
C,168,content,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\registry\deployment_tool_registry.json
C,161,content,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\reports\deployment_tool_deploy_report.json
C,995,content,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\reports\deployment_tool_test_report.json
A,2034,content|model|predict|feature|runtime|database,E:\football_v\00_SYSTEM_TOOLS\RUNTIME_VALIDATION_V4.0\runtime_validation_V4.0.py
C,268873728,content,E:\football_v\01_DATA_LAYER\database\match_data.db
C,2162,content|history,E:\football_v\01_Data_Source\acceptance\acceptance_check.py
B,2868,content|history|engine,E:\football_v\01_Data_Source\download\data_downloader.py
C,256,content,E:\football_v\01_Data_Source\download\download_history.json
C,705,content,E:\football_v\01_Data_Source\monitor\source_health_report.json
C,2622,content,E:\football_v\01_Data_Source\monitor\source_monitor.py
C,858,content,E:\football_v\01_Data_Source\pipeline\pipeline_runner.py
C,698,content,E:\football_v\01_Data_Source\pipeline\source_scanner.py
C,550,content,E:\football_v\01_Data_Source\pipeline\source_validator.py
C,1248,content,E:\football_v\01_Data_Source\registry\source_registry.json
C,1531,content|engine,E:\football_v\01_Data_Source\registry\source_registry.py
C,1013,content,E:\football_v\01_Data_Source\reports\data_source_acceptance_report.json
C,1086,content|engine,E:\football_v\02_Data_Platform\data_loader\data_loader.py
C,73,engine,E:\football_v\02_Data_Platform\data_loader\__init__.py
C,1450,content|engine,E:\football_v\02_Data_Platform\data_loader\engine\loader_engine.py
C,337,content,E:\football_v\02_Data_Platform\data_loader\formats\csv_loader.py
C,503,content,E:\football_v\02_Data_Platform\data_manager\dataset_manager.py
C,583,content,E:\football_v\02_Data_Platform\data_manager\dataset_registry.json
C,2340,content|odds,E:\football_v\02_Data_Platform\data_manager\dataset_registry.py
C,674,content,E:\football_v\02_Data_Platform\data_manager\data_manager.py
C,156,content,E:\football_v\02_Data_Platform\data_manager\__init__.py
C,452,content,E:\football_v\02_Data_Platform\data_manager\__main__.py
C,2293,content|engine,E:\football_v\02_Data_Platform\integration\platform_bootstrap.py
C,729,content,E:\football_v\02_Data_Platform\metadata\data_platform_registry.json
C,1100,content,E:\football_v\02_Data_Platform\metadata\metadata_manager.py
C,597,content,E:\football_v\02_Data_Platform\metadata\metadata_registry.json
C,397,content,E:\football_v\02_Data_Platform\metadata\metadata_schema.py
C,2519,content|engine,E:\football_v\02_Data_Platform\metadata\lineage\data_lineage.py
C,318,content,E:\football_v\02_Data_Platform\metadata\lineage\lineage_registry.json
C,631,content|engine,E:\football_v\02_Data_Platform\pipeline\data_pipeline.py
C,812,content,E:\football_v\02_Data_Platform\raw\raw_manager.py
C,55041,content,E:\football_v\02_Data_Platform\raw\raw_registry.json
C,907,content,E:\football_v\02_Data_Platform\raw\raw_registry.py
C,834,content,E:\football_v\02_Data_Platform\raw\raw_scanner.py
C,526,content,E:\football_v\02_Data_Platform\registry\data_platform_registry.json
C,1063,content,E:\football_v\02_Data_Platform\registry\data_platform_registry.py
C,2290,content|engine,E:\football_v\02_Data_Platform\storage_engine\storage_manager.py
C,696,content,E:\football_v\02_Data_Platform\storage_engine\storage_registry.json
C,88907776,content,E:\football_v\02_FEATURE_LAYER\database\feature_store.db
C,2570,content|engine,E:\football_v\03_Data_Governance\audit\audit_engine.py
C,846,content,E:\football_v\03_Data_Governance\audit\audit_rules.json
C,2495,content|engine,E:\football_v\03_Data_Governance\controller\governance_controller.py
B,1967,content|model|feature|engine,E:\football_v\03_Data_Governance\lineage\lineage_engine.py
C,626,content,E:\football_v\03_Data_Governance\lineage\lineage_registry.json
C,2203,content|engine,E:\football_v\03_Data_Governance\quality\quality_engine.py
C,157,content,E:\football_v\03_Data_Governance\registry\audit_registry.json
C,119,content,E:\football_v\03_Data_Governance\registry\data_registry.json
C,166,content,E:\football_v\03_Data_Governance\registry\governance_registry.json
C,159,content,E:\football_v\03_Data_Governance\registry\lineage_registry.json
C,159,content,E:\football_v\03_Data_Governance\registry\quality_registry.json
C,162,content,E:\football_v\03_Data_Governance\registry\validation_registry.json
C,1324,content,E:\football_v\03_Data_Governance\reports\audit_report.json
C,973,content,E:\football_v\03_Data_Governance\reports\governance_status.json
C,667,content,E:\football_v\03_Data_Governance\reports\lineage_report.json
C,531,content,E:\football_v\03_Data_Governance\reports\quality_report.json
C,420,content,E:\football_v\03_Data_Governance\reports\validation_report.json
C,319,content,E:\football_v\03_Data_Governance\validation\rules.json
C,2773,content|engine,E:\football_v\03_Data_Governance\validation\validation_engine.py
C,321,content,E:\football_v\03_MODEL_LAYER\analysis\accuracy_tracker_V2.11.py
C,393,content|odds,E:\football_v\03_MODEL_LAYER\analysis\roi_analyzer_V2.11.py
C,70,model,E:\football_v\03_MODEL_LAYER\confidence_model\confidence_engine_V2.0.py
C,32768,content,E:\football_v\03_MODEL_LAYER\database\model_store.db
C,8192,content,E:\football_v\03_MODEL_LAYER\database\model_store_v23.db
B,116,content|model|predict|engine,E:\football_v\03_MODEL_LAYER\fusion_engine\fusion_engine_V2.3.py
C,71,model,E:\football_v\03_MODEL_LAYER\market_model\market_value_model_V1.0.py
C,218,content,E:\football_v\03_MODEL_LAYER\reports\model_feedback_report_V2.11.json
C,64,model,E:\football_v\03_MODEL_LAYER\risk_model\risk_engine_V2.0.py
C,8192,content,E:\football_v\03_MODEL_LAYER\runtime\model_feedback_runtime.db
C,2028,content|engine,E:\football_v\04_Data_Processing_AI\cleaning\cleaning_engine.py
C,725,content,E:\football_v\04_Data_Processing_AI\cleaning\cleaning_rules.json
C,875,content,E:\football_v\04_Data_Processing_AI\controller\processing_controller.py
B,590,content|feature|engine,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py
B,868,content|model|feature,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py
B,316,content|model|feature,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py
C,372,content,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\intelligence_service.py
C,356,content|model,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py
C,251,content,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\config\data_intelligence_config.json
C,215,content,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\registry\data_intelligence_registry.json
C,861,content,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\reports\data_intelligence_test_report.json
C,200,content|feature,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\feature_weight_manager.py
C,254,content|model,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py
C,510,content|model,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py
C,281,content|engine,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_engine.py
C,236,content,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\config\weight_config.json
C,220,content,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\registry\weight_registry.json
C,877,content,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\reports\dynamic_feature_weight_test_report.json
B,2152,content|feature|engine,E:\football_v\04_Data_Processing_AI\feature_engine\feature_engine.py
C,825,content,E:\football_v\04_Data_Processing_AI\feature_engine\feature_rules.json
C,162,content,E:\football_v\04_Data_Processing_AI\feature_store\backtest_dataset_manager.py
C,375,content|database,E:\football_v\04_Data_Processing_AI\feature_store\database_connection_pool.py
C,422,content|database,E:\football_v\04_Data_Processing_AI\feature_store\database_connector.py
C,244,content|database,E:\football_v\04_Data_Processing_AI\feature_store\database_health_monitor.py
C,361,content|database,E:\football_v\04_Data_Processing_AI\feature_store\database_migration_manager.py
C,370,content|train,E:\football_v\04_Data_Processing_AI\feature_store\dataset_split_manager.py
C,458,content,E:\football_v\04_Data_Processing_AI\feature_store\data_promotion_service.py
C,311,content|database,E:\football_v\04_Data_Processing_AI\feature_store\data_source_registry.py
B,301,content|feature|history|engine,E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py
C,361,content,E:\football_v\04_Data_Processing_AI\feature_store\environment_manager.py
C,271,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_anomaly_detector.py
C,274,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_api_service.py
C,254,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_audit_logger.py
C,270,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_auto_generator.py
C,350,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_cache_manager.py
C,262,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_context_builder.py
C,723,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_crud_service.py
C,339,content|database,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_connector.py
B,247,content|feature|database,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_health_check.py
B,399,content|feature|database,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_reader.py
B,479,content|feature|database,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_service.py
B,313,content|feature|database,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_session.py
C,448,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder.py
C,1076,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder_v2.py
C,436,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_exporter.py
C,445,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_generator.py
C,534,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_reporter.py
C,450,content,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_schema_validator.py
C,198,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_version_manager.py
C,283,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_ingestion.py
C,683,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_loader.py
C,288,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_drift_detector.py
C,729,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_feature_generator.py
C,227,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_feedback_optimizer.py
C,222,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_importance_analyzer.py
C,194,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_ingestion_scheduler.py
B,296,content|feature|engine,E:\football_v\04_Data_Processing_AI\feature_store\feature_interaction_engine.py
C,331,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_lineage_tracker.py
C,148,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader.py
C,266,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py
C,433,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_match_reader.py
B,452,content|model|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py
B,153,content|model|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py
B,269,content|model|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py
C,213,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_optimizer.py
B,268,content|feature|history,E:\football_v\04_Data_Processing_AI\feature_store\feature_pattern_miner.py
C,471,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline.py
C,567,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline_runner.py
C,311,content,E:\football_v\04_Data_Processing_AI\feature_store\feature_probability_schema.py
C,272,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_monitor.py
C,269,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_reporter.py
C,361,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_rules.py
B,189,content|feature|engine,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_engine.py
C,267,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_service.py
B,215,content|feature|engine,E:\football_v\04_Data_Processing_AI\feature_store\feature_reduction_engine.py
B,570,content|model|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py
C,278,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_request_router.py
C,265,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_response_formatter.py
C,453,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_schema.py
C,215,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_selector_ai.py
C,231,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_service.py
C,243,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_service_health.py
C,285,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_snapshot_manager.py
C,309,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py
C,601,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_table_mapper.py
C,170,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_time_series_manager.py
C,263,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_validation_service.py
C,177,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_validator.py
C,402,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_version_manager.py
C,282,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_builder.py
B,329,content|feature|database,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_database.py
B,281,content|feature|history,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py
C,432,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository.py
B,432,content|feature|database,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository_v2.py
B,345,content|model|feature|history,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py
B,257,content|feature|history|engine,E:\football_v\04_Data_Processing_AI\feature_store\home_away_feature_engine.py
C,268,content|feature,E:\football_v\04_Data_Processing_AI\feature_store\intelligent_feature_store.py
