module,path,capability
deploy_feature_store_V1.6.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
deploy_feature_store_V1.7.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
deploy_feature_store_V1.8.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
deploy_feature_store_V1.9.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
deploy_feature_store_V2.0.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,MODEL_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
deploy_feature_store_V2.1.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
deploy_feature_store_V2.2.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
deploy_feature_store_V2.3.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
deploy_feature_store_V2.4_V2.6.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
deploy_feature_store_V2.7_V3.0.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
deploy_model_layer_V1.0_V1.3.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
deploy_module_deployment_tool_test_V1.1.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
deploy_module_deployment_tool_V1.1.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py,RUNTIME_LAYER|DATA_LAYER
deploy_prediction_engine_batch_test_V1.0.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,MODEL_LAYER|RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
deploy_prediction_engine_batch_V1.0.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
deploy_prediction_engine_V1.0_V1.3.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER|PREDICTION_LAYER|MARKET_LAYER|FEATURE_LAYER
deploy_prediction_intelligence_engine_V1.0.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
deploy_prediction_intelligence_test_V1.0.py,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
acceptance_check.py,E:\football_v\01_Data_Source\acceptance\acceptance_check.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
data_downloader.py,E:\football_v\01_Data_Source\download\data_downloader.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
source_monitor.py,E:\football_v\01_Data_Source\monitor\source_monitor.py,DATA_LAYER
pipeline_runner.py,E:\football_v\01_Data_Source\pipeline\pipeline_runner.py,VALUE_LAYER|RUNTIME_LAYER|DATA_LAYER
source_scanner.py,E:\football_v\01_Data_Source\pipeline\source_scanner.py,DATA_LAYER
source_validator.py,E:\football_v\01_Data_Source\pipeline\source_validator.py,VALUE_LAYER|DATA_LAYER
source_registry.py,E:\football_v\01_Data_Source\registry\source_registry.py,RUNTIME_LAYER|DATA_LAYER
data_loader.py,E:\football_v\02_Data_Platform\data_loader\data_loader.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\02_Data_Platform\data_loader\__init__.py,RUNTIME_LAYER|DATA_LAYER
loader_engine.py,E:\football_v\02_Data_Platform\data_loader\engine\loader_engine.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
csv_loader.py,E:\football_v\02_Data_Platform\data_loader\formats\csv_loader.py,DATA_LAYER
dataset_manager.py,E:\football_v\02_Data_Platform\data_manager\dataset_manager.py,DATA_LAYER
dataset_registry.py,E:\football_v\02_Data_Platform\data_manager\dataset_registry.py,RUNTIME_LAYER|MARKET_LAYER|FEATURE_LAYER|DATA_LAYER
data_manager.py,E:\football_v\02_Data_Platform\data_manager\data_manager.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\02_Data_Platform\data_manager\__init__.py,DATA_LAYER
__main__.py,E:\football_v\02_Data_Platform\data_manager\__main__.py,DATA_LAYER
platform_bootstrap.py,E:\football_v\02_Data_Platform\integration\platform_bootstrap.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
metadata_manager.py,E:\football_v\02_Data_Platform\metadata\metadata_manager.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
metadata_schema.py,E:\football_v\02_Data_Platform\metadata\metadata_schema.py,DATA_LAYER
data_lineage.py,E:\football_v\02_Data_Platform\metadata\lineage\data_lineage.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
data_pipeline.py,E:\football_v\02_Data_Platform\pipeline\data_pipeline.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
raw_manager.py,E:\football_v\02_Data_Platform\raw\raw_manager.py,DATA_LAYER
raw_registry.py,E:\football_v\02_Data_Platform\raw\raw_registry.py,DATA_LAYER
raw_scanner.py,E:\football_v\02_Data_Platform\raw\raw_scanner.py,DATA_LAYER
data_platform_registry.py,E:\football_v\02_Data_Platform\registry\data_platform_registry.py,FEATURE_LAYER|DATA_LAYER
storage_manager.py,E:\football_v\02_Data_Platform\storage_engine\storage_manager.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
confidence_engine_V2.0.py,E:\football_v\03_MODEL_LAYER\confidence_model\confidence_engine_V2.0.py,MODEL_LAYER|PREDICTION_LAYER
fusion_engine_V2.3.py,E:\football_v\03_MODEL_LAYER\fusion_engine\fusion_engine_V2.3.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|PREDICTION_LAYER
market_value_model_V1.0.py,E:\football_v\03_MODEL_LAYER\market_model\market_value_model_V1.0.py,VALUE_LAYER|MODEL_LAYER|MARKET_LAYER|PREDICTION_LAYER
risk_engine_V2.0.py,E:\football_v\03_MODEL_LAYER\risk_model\risk_engine_V2.0.py,MODEL_LAYER|PREDICTION_LAYER
data_intelligence_engine.py,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
data_router.py,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,MODEL_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_selector.py,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py,MODEL_LAYER|FEATURE_LAYER
intelligence_service.py,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\intelligence_service.py,RUNTIME_LAYER|DATA_LAYER
model_interface.py,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,MODEL_LAYER
feature_weight_manager.py,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\feature_weight_manager.py,FEATURE_LAYER
model_weight_manager.py,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,MODEL_LAYER
weight_calculator.py,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,MODEL_LAYER
weight_engine.py,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_engine.py,RUNTIME_LAYER
backtest_dataset_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\backtest_dataset_manager.py,DATA_LAYER
database_connection_pool.py,E:\football_v\04_Data_Processing_AI\feature_store\database_connection_pool.py,DATA_LAYER
database_connector.py,E:\football_v\04_Data_Processing_AI\feature_store\database_connector.py,DATA_LAYER
database_health_monitor.py,E:\football_v\04_Data_Processing_AI\feature_store\database_health_monitor.py,DATA_LAYER
database_migration_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\database_migration_manager.py,DATA_LAYER
dataset_split_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\dataset_split_manager.py,MODEL_LAYER|DATA_LAYER
data_promotion_service.py,E:\football_v\04_Data_Processing_AI\feature_store\data_promotion_service.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
data_source_registry.py,E:\football_v\04_Data_Processing_AI\feature_store\data_source_registry.py,DATA_LAYER
elo_history_feature_engine.py,E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|FEATURE_LAYER
environment_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\environment_manager.py,VALUE_LAYER|MODEL_LAYER
feature_anomaly_detector.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_anomaly_detector.py,FEATURE_LAYER
feature_api_service.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_api_service.py,RUNTIME_LAYER|FEATURE_LAYER
feature_audit_logger.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_audit_logger.py,VALUE_LAYER|FEATURE_LAYER
feature_auto_generator.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_auto_generator.py,FEATURE_LAYER|DATA_LAYER
feature_cache_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_cache_manager.py,VALUE_LAYER|FEATURE_LAYER
feature_context_builder.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_context_builder.py,FEATURE_LAYER|DATA_LAYER
feature_crud_service.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_crud_service.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_database_connector.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_connector.py,DATA_LAYER
feature_database_health_check.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_health_check.py,FEATURE_LAYER|DATA_LAYER
feature_database_reader.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_reader.py,FEATURE_LAYER|DATA_LAYER
feature_database_service.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_service.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_database_session.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_session.py,FEATURE_LAYER|DATA_LAYER
feature_dataset_builder.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder.py,FEATURE_LAYER|DATA_LAYER
feature_dataset_builder_v2.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder_v2.py,PREDICTION_LAYER|FEATURE_LAYER|DATA_LAYER
feature_dataset_exporter.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_exporter.py,FEATURE_LAYER|DATA_LAYER
feature_dataset_generator.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_generator.py,FEATURE_LAYER|DATA_LAYER
feature_dataset_reporter.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_reporter.py,FEATURE_LAYER|DATA_LAYER
feature_dataset_schema_validator.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_schema_validator.py,PREDICTION_LAYER|DATA_LAYER
feature_dataset_version_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_version_manager.py,FEATURE_LAYER|DATA_LAYER
feature_data_ingestion.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_ingestion.py,FEATURE_LAYER|DATA_LAYER
feature_data_loader.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_loader.py,PREDICTION_LAYER|FEATURE_LAYER|DATA_LAYER
feature_drift_detector.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_drift_detector.py,FEATURE_LAYER
feature_feature_generator.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_feature_generator.py,PREDICTION_LAYER|FEATURE_LAYER|DATA_LAYER
feature_feedback_optimizer.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_feedback_optimizer.py,FEATURE_LAYER|DATA_LAYER
feature_importance_analyzer.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_importance_analyzer.py,FEATURE_LAYER
feature_ingestion_scheduler.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_ingestion_scheduler.py,FEATURE_LAYER|DATA_LAYER
feature_interaction_engine.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_interaction_engine.py,RUNTIME_LAYER|FEATURE_LAYER
feature_lineage_tracker.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_lineage_tracker.py,FEATURE_LAYER
feature_loader.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
feature_loader_service.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py,MODEL_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_match_reader.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_match_reader.py,FEATURE_LAYER|DATA_LAYER
feature_model_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
feature_model_interface.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
feature_model_registry.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,MODEL_LAYER|FEATURE_LAYER
feature_optimizer.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_optimizer.py,FEATURE_LAYER
feature_pattern_miner.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_pattern_miner.py,FEATURE_LAYER
feature_pipeline.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_pipeline_runner.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline_runner.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_probability_schema.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_probability_schema.py,MODEL_LAYER|PREDICTION_LAYER
feature_quality_monitor.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_monitor.py,FEATURE_LAYER
feature_quality_reporter.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_reporter.py,FEATURE_LAYER
feature_quality_rules.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_rules.py,VALUE_LAYER|FEATURE_LAYER
feature_query_engine.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_engine.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_query_service.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_service.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_reduction_engine.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_reduction_engine.py,RUNTIME_LAYER|FEATURE_LAYER
feature_registry.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
feature_request_router.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_request_router.py,RUNTIME_LAYER|FEATURE_LAYER
feature_response_formatter.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_response_formatter.py,FEATURE_LAYER|DATA_LAYER
feature_schema.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_schema.py,FEATURE_LAYER|DATA_LAYER
feature_selector_ai.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_selector_ai.py,FEATURE_LAYER
feature_service.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_service.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_service_health.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_service_health.py,RUNTIME_LAYER|FEATURE_LAYER
feature_snapshot_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_snapshot_manager.py,FEATURE_LAYER|DATA_LAYER
feature_store.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py,FEATURE_LAYER
feature_table_mapper.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_table_mapper.py,VALUE_LAYER|PREDICTION_LAYER|FEATURE_LAYER|DATA_LAYER
feature_time_series_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_time_series_manager.py,FEATURE_LAYER|DATA_LAYER
feature_validation_service.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_validation_service.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_validator.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_validator.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
feature_version_manager.py,E:\football_v\04_Data_Processing_AI\feature_store\feature_version_manager.py,VALUE_LAYER|FEATURE_LAYER
historical_feature_builder.py,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_builder.py,FEATURE_LAYER|DATA_LAYER
historical_feature_database.py,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_database.py,FEATURE_LAYER|DATA_LAYER
historical_feature_registry.py,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,MODEL_LAYER|FEATURE_LAYER
historical_feature_repository.py,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository.py,FEATURE_LAYER|DATA_LAYER
historical_feature_repository_v2.py,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository_v2.py,FEATURE_LAYER|DATA_LAYER
historical_feature_table_creator.py,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py,MODEL_LAYER|FEATURE_LAYER
home_away_feature_engine.py,E:\football_v\04_Data_Processing_AI\feature_store\home_away_feature_engine.py,RUNTIME_LAYER|FEATURE_LAYER
intelligent_feature_store.py,E:\football_v\04_Data_Processing_AI\feature_store\intelligent_feature_store.py,FEATURE_LAYER|DATA_LAYER
model_feedback_collector.py,E:\football_v\04_Data_Processing_AI\feature_store\model_feedback_collector.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
model_training_exporter.py,E:\football_v\04_Data_Processing_AI\feature_store\model_training_exporter.py,MODEL_LAYER|DATA_LAYER
prediction_error_analyzer.py,E:\football_v\04_Data_Processing_AI\feature_store\prediction_error_analyzer.py,PREDICTION_LAYER
production_release_checker.py,E:\football_v\04_Data_Processing_AI\feature_store\production_release_checker.py,FEATURE_LAYER|DATA_LAYER
team_form_feature_engine.py,E:\football_v\04_Data_Processing_AI\feature_store\team_form_feature_engine.py,RUNTIME_LAYER|FEATURE_LAYER
training_dataset_builder.py,E:\football_v\04_Data_Processing_AI\feature_store\training_dataset_builder.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
validation_dataset_checker.py,E:\football_v\04_Data_Processing_AI\feature_store\validation_dataset_checker.py,DATA_LAYER
validation_production_switch.py,E:\football_v\04_Data_Processing_AI\feature_store\validation_production_switch.py,
dixon_coles_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,MODEL_LAYER|FEATURE_LAYER
dixon_coles_feature_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
elo_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
elo_feature_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
fusion_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py,MODEL_LAYER|FEATURE_LAYER
fusion_feature_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py,FEATURE_LAYER|DATA_LAYER
poisson_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,MODEL_LAYER|FEATURE_LAYER
poisson_feature_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
xgboost_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,MODEL_LAYER|FEATURE_LAYER
xgboost_feature_adapter.py,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
ai_feature_dataset_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\ai_feature_dataset_test.py,MODEL_LAYER|FEATURE_LAYER|PREDICTION_LAYER|DATA_LAYER
environment_flow_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\environment_flow_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_database_health_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_health_test.py,FEATURE_LAYER|DATA_LAYER
feature_database_integration_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_integration_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_dataset_generation_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_dataset_generation_test.py,FEATURE_LAYER|DATA_LAYER
feature_ingestion_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_store_data_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_data_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_store_pipeline_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_pipeline_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_store_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_store_v2.6_full_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v2.6_full_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
feature_store_v3.0_full_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v3.0_full_test.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
historical_feature_database_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_database_test.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
historical_feature_store_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,MODEL_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
model_feature_adapter_test.py,E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
