called_function,file,error
marker_expr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_and,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_var,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
Container,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
parse_marker,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_versions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_versions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
iglob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
iglob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_rel_path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_rel_path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
fsdecode,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
raw_input,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
StringIO,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
read_stream,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
StringIO,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
read_stream,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_export_entry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_export_entry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
__import__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ExportEntry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
DistlibException,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
DistlibException,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
DistlibException,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
unquote,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
unquote,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
enumerate,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
unquote,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
DistlibException,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
urlopen,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
urljoin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
_get_external_data,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
urljoin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
_get_external_data,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ZipFile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
check_path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
check_path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ZipFile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
_iglob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
_iglob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
std_iglob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
_iglob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
PyPIRCFile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
PyPIRCFile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
aix_platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_host_platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
get_host_platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_var,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_var,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_expr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_expr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_and,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
marker_and,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
DistlibException,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
cache_from_source,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
resolve,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
path_to_cache_dir,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
deque,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
subscriber,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
reversed,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
strongconnect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
strongconnect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
min,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
min,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
float,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
tcls,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
_csv_open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
next,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
enumerate,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
_csv_open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
dict,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
c,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
callable,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
convert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
valid_ident,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
setattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
type,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
convert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
convert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
convert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
convert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
progress,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
strongconnect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
min,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
min,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
match_hostname,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
HTTPSConnection,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
CertificateError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
URLError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
type,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
convert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
convert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
SyntaxError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
UnsupportedVersionError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
is_semver,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
_normalized_key,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
_normalized_key,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
get_parts,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
is_semver,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
UnsupportedVersionError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
make_tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
make_tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
NotImplementedError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
type,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
type,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
TypeError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
hash,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
NotImplementedError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
parse_requirement,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
tuple,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,
